genotype,target_id,ens_gene,ext_gene,b,se_b,qval,regulation,code
fog-2,C26E6.3,WBGene00016139,ntl-9,0.102886842167727,0.133820401247988,0.8564453713018091,candidate for direct regulation,g
egl-9;vhl-1,C26E6.3,WBGene00016139,ntl-9,-0.245138649208642,0.0946253131835573,0.0575680252282503,candidate for indirect regulation,a
hif-1,C26E6.3,WBGene00016139,ntl-9,-0.207584075740014,0.0946253131835573,0.248611325360267,candidate for indirect regulation,c
vhl-1,C26E6.3,WBGene00016139,ntl-9,-0.23797548684869,0.0946253131835572,0.148072370027631,candidate for indirect regulation,d
rhy-1,C26E6.3,WBGene00016139,ntl-9,-0.335261498188694,0.0946253131835573,0.00492543256107153,candidate for indirect regulation,e
egl-9;vhl-1,C26F1.1a,WBGene00016146,C26F1.1,2.54706208581526,0.5133558181106359,1.8628621292638002e-05,candidate for direct regulation,a
fog-2,C26F1.1a,WBGene00016146,C26F1.1,-0.9117092671296372,0.725994760295197,0.5796224732382329,candidate for indirect regulation,g
vhl-1,C26F1.1a,WBGene00016146,C26F1.1,1.21937469605936,0.513355818110635,0.1890871579506,candidate for direct regulation,d
rhy-1,C26F1.1a,WBGene00016146,C26F1.1,2.60350767009931,0.5133558181106359,1.2450615172102499e-05,candidate for direct regulation,e
hif-1,C26F1.1a,WBGene00016146,C26F1.1,0.314786311428632,0.5133558181106359,0.8851205257279999,candidate for direct regulation,c
egl-9 hif-1,C26F1.1a,WBGene00016146,C26F1.1,0.155347541488309,0.5133558181106359,0.999040993863548,candidate for direct regulation,f
egl-9,C26F1.1a,WBGene00016146,C26F1.1,3.24653311283136,0.5133558181106359,1.3252374050266699e-08,candidate for direct regulation,b
egl-9 hif-1,C26F1.2,WBGene00016147,cyp-32A1,-0.0139550738619514,0.21968727776272606,0.999683085911966,candidate for indirect regulation,f
fog-2,C26F1.2,WBGene00016147,cyp-32A1,-0.577484729171311,0.310684727692873,0.273076843670125,candidate for indirect regulation,g
egl-9;vhl-1,C26F1.2,WBGene00016147,cyp-32A1,1.9783532264703,0.21968727776272606,2.5196942959002998e-17,candidate for direct regulation,a
vhl-1,C26F1.2,WBGene00016147,cyp-32A1,0.0420589722508879,0.21968727776272606,0.999948251120488,candidate for direct regulation,d
hif-1,C26F1.2,WBGene00016147,cyp-32A1,0.100734435600212,0.21968727776272606,0.935352376766751,candidate for direct regulation,c
egl-9,C26F1.2,WBGene00016147,cyp-32A1,1.92589087711234,0.21968727776272606,2.3518506817129103e-16,candidate for direct regulation,b
rhy-1,C26F1.2,WBGene00016147,cyp-32A1,1.5309719464572502,0.21968727776272606,3.21410067322665e-10,candidate for direct regulation,e
rhy-1,C26F1.4.1,WBGene00004499,rps-30,-0.3836680882101369,0.0776616202100652,2.29549257465032e-05,candidate for indirect regulation,e
vhl-1,C26F1.4.1,WBGene00004499,rps-30,-0.177947782539413,0.0776616202100652,0.21984295067348605,candidate for indirect regulation,d
fog-2,C26F1.4.1,WBGene00004499,rps-30,-0.488812648875146,0.109830116576943,0.000196575964985627,candidate for indirect regulation,g
egl-9;vhl-1,C26F1.4.1,WBGene00004499,rps-30,-0.34792794887579204,0.0776616202100652,0.000150271053171669,candidate for indirect regulation,a
egl-9,C26F1.4.1,WBGene00004499,rps-30,-0.210826163896739,0.0776616202100652,0.0569006690895141,candidate for indirect regulation,b
hif-1,C26F1.4.1,WBGene00004499,rps-30,-0.048586883869704,0.0776616202100652,0.881655028840576,candidate for indirect regulation,c
egl-9 hif-1,C26F1.4.1,WBGene00004499,rps-30,-0.0801584396828965,0.0776616202100652,0.851284055893462,candidate for indirect regulation,f
hif-1,C26F1.5,WBGene00001719,grl-10,0.101740666838258,0.21889017008234696,0.933749054724586,candidate for direct regulation,c
rhy-1,C26F1.5,WBGene00001719,grl-10,1.13160980566002,0.21889017008234696,7.94638958032579e-06,candidate for direct regulation,e
egl-9,C26F1.5,WBGene00001719,grl-10,1.59978204259297,0.21889017008234696,2.0642254959349306e-11,candidate for direct regulation,b
egl-9 hif-1,C26F1.5,WBGene00001719,grl-10,-0.0115593141635161,0.21889017008234696,0.999683085911966,candidate for indirect regulation,f
vhl-1,C26F1.5,WBGene00001719,grl-10,0.35392298773604,0.21889017008234696,0.515145332326799,candidate for direct regulation,d
fog-2,C26F1.5,WBGene00001719,grl-10,0.9365479704541868,0.309557447200609,0.0258273367208406,candidate for direct regulation,g
egl-9;vhl-1,C26F1.5,WBGene00001719,grl-10,1.25868549443919,0.21889017008234696,3.5912406496056795e-07,candidate for direct regulation,a
rhy-1,C27B7.5,WBGene00007762,C27B7.5,-0.170597472901046,0.0764101081942865,0.141573245979623,candidate for indirect regulation,e
egl-9,C27B7.5,WBGene00007762,C27B7.5,-0.218086870100788,0.0764101081942865,0.040532691809062986,candidate for indirect regulation,b
vhl-1,C27B7.5,WBGene00007762,C27B7.5,-0.116193074022208,0.0764101081942865,0.564560187480117,candidate for indirect regulation,d
fog-2,C27B7.5,WBGene00007762,C27B7.5,0.176723335834371,0.108060211310756,0.372182633285181,candidate for direct regulation,g
egl-9 hif-1,C27B7.5,WBGene00007762,C27B7.5,-0.120384534009201,0.0764101081942865,0.6178205516627929,candidate for indirect regulation,f
egl-9;vhl-1,C27B7.5,WBGene00007762,C27B7.5,-0.239069313568454,0.0764101081942865,0.0148243507864537,candidate for indirect regulation,a
hif-1,C27B7.5,WBGene00007762,C27B7.5,-0.0703916274727391,0.0764101081942865,0.7794951083347701,candidate for indirect regulation,c
hif-1,C27C12.7,WBGene00001055,dpf-2,0.066868881061201,0.129930839859645,0.916879778391963,candidate for direct regulation,c
egl-9,C27C12.7,WBGene00001055,dpf-2,0.4152253070174629,0.129930839859645,0.016224258400844,candidate for direct regulation,b
egl-9;vhl-1,C27C12.7,WBGene00001055,dpf-2,0.34275496036311603,0.129930839859645,0.0516069281661622,candidate for direct regulation,a
vhl-1,C27C12.7,WBGene00001055,dpf-2,0.207079970839593,0.129930839859645,0.525627160215178,candidate for direct regulation,d
egl-9 hif-1,C27C12.7,WBGene00001055,dpf-2,-0.0321849049836651,0.129930839859645,0.999683085911966,candidate for indirect regulation,f
rhy-1,C27C12.7,WBGene00001055,dpf-2,0.6045621686206839,0.129930839859645,8.15430073407198e-05,candidate for direct regulation,e
fog-2,C27C12.7,WBGene00001055,dpf-2,-1.5375345156423998,0.18374995590003695,7.367632702288308e-15,candidate for indirect regulation,g
egl-9 hif-1,C27C7.3,WBGene00003664,nhr-74,-0.284269755469332,0.633282965504952,0.9803722962841808,candidate for indirect regulation,f
fog-2,C27C7.3,WBGene00003664,nhr-74,1.41254544107631,0.8955973586369559,0.4011985045769171,candidate for direct regulation,g
egl-9,C27C7.3,WBGene00003664,nhr-74,-4.18781092846655,0.633282965504951,2.16416127827588e-09,candidate for indirect regulation,b
hif-1,C27C7.3,WBGene00003664,nhr-74,0.32348104457356,0.633282965504951,0.917894374903762,candidate for direct regulation,c
egl-9;vhl-1,C27C7.3,WBGene00003664,nhr-74,-3.63876685521721,0.633282965504951,3.6717297979812704e-07,candidate for indirect regulation,a
vhl-1,C27C7.3,WBGene00003664,nhr-74,0.123371477170943,0.633282965504951,0.999897964619756,candidate for direct regulation,d
rhy-1,C27C7.3,WBGene00003664,nhr-74,-1.61996737881545,0.633282965504951,0.0715410020021686,candidate for indirect regulation,e
egl-9,C27C7.8,WBGene00007770,nhr-259,-2.9549779631372006,0.973135087471368,0.025050093089786,candidate for indirect regulation,b
egl-9;vhl-1,C27C7.8,WBGene00007770,nhr-259,-2.47491532932332,0.973135087471368,0.0642122544474647,candidate for indirect regulation,a
fog-2,C27C7.8,WBGene00007770,nhr-259,-0.611499411389342,1.3762208387231398,0.9962121319819308,candidate for indirect regulation,g
vhl-1,C27C7.8,WBGene00007770,nhr-259,0.4547401391166721,0.973135087471368,0.962809263270429,candidate for direct regulation,d
egl-9 hif-1,C27C7.8,WBGene00007770,nhr-259,-0.159751694766319,0.973135087471368,0.999683085911966,candidate for indirect regulation,f
rhy-1,C27C7.8,WBGene00007770,nhr-259,-2.94099258115465,0.973135087471368,0.0230440222227452,candidate for indirect regulation,e
hif-1,C27C7.8,WBGene00007770,nhr-259,0.268979788904583,0.973135087471368,0.979417354498677,candidate for direct regulation,c
vhl-1,C27D8.1,WBGene00007777,C27D8.1,-0.195029925441573,0.179450549762997,0.7765495450186741,candidate for indirect regulation,d
egl-9,C27D8.1,WBGene00007777,C27D8.1,-0.455035406905141,0.179450549762997,0.0855067348224712,candidate for indirect regulation,b
fog-2,C27D8.1,WBGene00007777,C27D8.1,-0.6639287150167149,0.253781401250138,0.0677784251274769,candidate for indirect regulation,g
egl-9 hif-1,C27D8.1,WBGene00007777,C27D8.1,-0.329381009670688,0.179450549762997,0.49206364588027,candidate for indirect regulation,f
hif-1,C27D8.1,WBGene00007777,C27D8.1,0.25377374464437696,0.179450549762997,0.577376414624486,candidate for direct regulation,c
egl-9;vhl-1,C27D8.1,WBGene00007777,C27D8.1,-0.9416799917148192,0.179450549762997,4.702969446026439e-06,candidate for indirect regulation,a
rhy-1,C27D8.1,WBGene00007777,C27D8.1,-0.189447776277154,0.179450549762997,0.664520030837114,candidate for indirect regulation,e
rhy-1,C27H6.3,WBGene00007785,tofu-1,0.16889416657846998,0.0670194847687045,0.0778673954161632,candidate for direct regulation,e
egl-9,C27H6.3,WBGene00007785,tofu-1,0.208662565940776,0.0670194847687045,0.0204233350133075,candidate for direct regulation,b
egl-9;vhl-1,C27H6.3,WBGene00007785,tofu-1,0.249506644186651,0.0670194847687045,0.0024880747670578693,candidate for direct regulation,a
vhl-1,C27H6.3,WBGene00007785,tofu-1,0.143865514780805,0.0670194847687045,0.269489873298334,candidate for direct regulation,d
hif-1,C27H6.3,WBGene00007785,tofu-1,-0.111272606900705,0.0670194847687045,0.467266955226351,candidate for indirect regulation,c
egl-9 hif-1,C27H6.3,WBGene00007785,tofu-1,0.15758896565412198,0.0670194847687045,0.256739466432626,candidate for direct regulation,f
fog-2,C27H6.3,WBGene00007785,tofu-1,0.26342257333373603,0.094779864303159,0.0473720973122715,candidate for direct regulation,g
egl-9,C28A5.4,WBGene00000463,ceh-43,1.3893443850034195,0.506361907417193,0.0530942617281893,candidate for direct regulation,b
rhy-1,C28A5.4,WBGene00000463,ceh-43,1.31577855579693,0.506361907417193,0.0655132700716547,candidate for direct regulation,e
fog-2,C28A5.4,WBGene00000463,ceh-43,0.6211186046280961,0.716103876938504,0.803159290885078,candidate for direct regulation,g
vhl-1,C28A5.4,WBGene00000463,ceh-43,0.722595693138667,0.506361907417193,0.6160929043419139,candidate for direct regulation,d
egl-9;vhl-1,C28A5.4,WBGene00000463,ceh-43,1.21145874973572,0.506361907417193,0.08858780589371501,candidate for direct regulation,a
hif-1,C28A5.4,WBGene00000463,ceh-43,0.29989626988128004,0.506361907417193,0.892837469908588,candidate for direct regulation,c
egl-9 hif-1,C28A5.4,WBGene00000463,ceh-43,0.916200532966582,0.506361907417193,0.503092647276506,candidate for direct regulation,f
egl-9,C28H8.11a.1,WBGene00016201,tdo-2,-1.09810413303186,0.332684290518359,0.0118897222322806,candidate for indirect regulation,b
egl-9;vhl-1,C28H8.11a.1,WBGene00016201,tdo-2,-0.791426972892427,0.332684290518359,0.0911211622447514,candidate for indirect regulation,a
hif-1,C28H8.11a.1,WBGene00016201,tdo-2,0.4028255092710301,0.332684290518359,0.6726064171926289,candidate for direct regulation,c
vhl-1,C28H8.11a.1,WBGene00016201,tdo-2,-0.290951052208768,0.332684290518359,0.854916725986949,candidate for indirect regulation,d
egl-9 hif-1,C28H8.11a.1,WBGene00016201,tdo-2,0.19840743168329295,0.332684290518359,0.950996385387333,candidate for direct regulation,f
fog-2,C28H8.11a.1,WBGene00016201,tdo-2,-0.523869171143694,0.470486635639534,0.661730768168181,candidate for indirect regulation,g
rhy-1,C28H8.11a.1,WBGene00016201,tdo-2,-0.587926561372063,0.332684290518359,0.30753716573240003,candidate for indirect regulation,e
egl-9 hif-1,C29F3.7a,WBGene00007807,C29F3.7,-0.0790160057936196,0.174732821276197,0.980002103345244,candidate for indirect regulation,f
rhy-1,C29F3.7a,WBGene00007807,C29F3.7,0.212552291291311,0.174732821276197,0.587269708223274,candidate for direct regulation,e
egl-9;vhl-1,C29F3.7a,WBGene00007807,C29F3.7,0.450316051420334,0.174732821276197,0.0594002799638747,candidate for direct regulation,a
fog-2,C29F3.7a,WBGene00007807,C29F3.7,0.315888332752145,0.247109525640513,0.56655660322429,candidate for direct regulation,g
vhl-1,C29F3.7a,WBGene00007807,C29F3.7,0.143338339665801,0.174732821276197,0.8712354202896,candidate for direct regulation,d
hif-1,C29F3.7a,WBGene00007807,C29F3.7,0.28162976488315994,0.174732821276197,0.489743467147691,candidate for direct regulation,c
egl-9,C29F3.7a,WBGene00007807,C29F3.7,0.644098695946194,0.174732821276197,0.00344738542779942,candidate for direct regulation,b
vhl-1,C29F7.3,WBGene00007812,C29F7.3,-0.619124608402751,0.0837375495275355,3.335785794259249e-11,candidate for indirect regulation,d
fog-2,C29F7.3,WBGene00007812,C29F7.3,-0.0123427038430069,0.11842277822173,1.0,candidate for indirect regulation,g
egl-9 hif-1,C29F7.3,WBGene00007812,C29F7.3,-0.14008453761584802,0.0837375495275356,0.569035698734006,candidate for indirect regulation,f
rhy-1,C29F7.3,WBGene00007812,C29F7.3,-0.631786796432945,0.0837375495275356,5.7641292911107815e-12,candidate for indirect regulation,e
hif-1,C29F7.3,WBGene00007812,C29F7.3,0.0525516470248364,0.0837375495275356,0.8812083805113101,candidate for direct regulation,c
egl-9,C29F7.3,WBGene00007812,C29F7.3,-0.82860427856993,0.0837375495275356,7.28814838587569e-21,candidate for indirect regulation,b
egl-9;vhl-1,C29F7.3,WBGene00007812,C29F7.3,-0.717836778281913,0.0837375495275356,1.0853480523706804e-15,candidate for indirect regulation,a
egl-9 hif-1,C29F9.4,WBGene00016219,C29F9.4,-0.4918190058937551,0.29231784718219106,0.565588456129309,candidate for indirect regulation,f
fog-2,C29F9.4,WBGene00016219,C29F9.4,-0.9922037117773068,0.413399864008761,0.10545795611352697,candidate for indirect regulation,g
hif-1,C29F9.4,WBGene00016219,C29F9.4,0.505404359067215,0.29231784718219106,0.438545295298957,candidate for direct regulation,c
vhl-1,C29F9.4,WBGene00016219,C29F9.4,0.233982384889374,0.29231784718219106,0.878118716191328,candidate for direct regulation,d
egl-9;vhl-1,C29F9.4,WBGene00016219,C29F9.4,0.7278511260561881,0.29231784718219106,0.0722744531867594,candidate for direct regulation,a
egl-9,C29F9.4,WBGene00016219,C29F9.4,0.792633494947006,0.29231784718219106,0.0573179428900658,candidate for direct regulation,b
rhy-1,C29F9.4,WBGene00016219,C29F9.4,1.09516845600858,0.29231784718219106,0.0025213004281695608,candidate for direct regulation,e
egl-9 hif-1,C30C11.2,WBGene00004460,rpn-3,-0.0717994343860791,0.0671427623719705,0.840219810555961,candidate for indirect regulation,f
egl-9;vhl-1,C30C11.2,WBGene00004460,rpn-3,-0.23261614319843504,0.0671427623719704,0.00562253635891654,candidate for indirect regulation,a
rhy-1,C30C11.2,WBGene00004460,rpn-3,-0.328358549251103,0.0671427623719704,2.89196761902893e-05,candidate for indirect regulation,e
egl-9,C30C11.2,WBGene00004460,rpn-3,-0.239867946197014,0.0671427623719704,0.00503149611830499,candidate for indirect regulation,b
vhl-1,C30C11.2,WBGene00004460,rpn-3,-0.18266351664961106,0.0671427623719704,0.0973111807778053,candidate for indirect regulation,d
hif-1,C30C11.2,WBGene00004460,rpn-3,-0.160919095465503,0.0671427623719704,0.188471872268192,candidate for indirect regulation,c
fog-2,C30C11.2,WBGene00004460,rpn-3,0.244095708861773,0.0949542051616346,0.0744402433827241,candidate for direct regulation,g
hif-1,C30F12.4,WBGene00016263,C30F12.4,-0.171755110282211,0.0673510187150241,0.146595173647232,candidate for indirect regulation,c
egl-9,C30F12.4,WBGene00016263,C30F12.4,0.206358561438321,0.0673510187150241,0.0232691007250452,candidate for direct regulation,b
vhl-1,C30F12.4,WBGene00016263,C30F12.4,0.0940077061720402,0.067351018715024,0.6312752154425091,candidate for direct regulation,d
egl-9 hif-1,C30F12.4,WBGene00016263,C30F12.4,0.15296814843273998,0.0673510187150241,0.293367758764225,candidate for direct regulation,f
egl-9;vhl-1,C30F12.4,WBGene00016263,C30F12.4,0.241639793582218,0.0673510187150241,0.00382947706254863,candidate for direct regulation,a
rhy-1,C30F12.4,WBGene00016263,C30F12.4,0.0880900611671444,0.0673510187150241,0.5373359767647979,candidate for direct regulation,e
fog-2,C30F12.4,WBGene00016263,C30F12.4,0.336941829001198,0.0952487241064312,0.00568356509411431,candidate for direct regulation,g
fog-2,C30F2.3,WBGene00007817,C30F2.3,0.844118485097636,0.394799015170773,0.170599313430869,candidate for direct regulation,g
vhl-1,C30F2.3,WBGene00007817,C30F2.3,0.390279248475806,0.27916506083302395,0.630042177839317,candidate for direct regulation,d
egl-9,C30F2.3,WBGene00007817,C30F2.3,0.909176025119082,0.27916506083302395,0.0136177402522161,candidate for direct regulation,b
hif-1,C30F2.3,WBGene00007817,C30F2.3,0.59529136795976,0.27916506083302395,0.270738773169221,candidate for direct regulation,c
rhy-1,C30F2.3,WBGene00007817,C30F2.3,1.09423079516724,0.27916506083302395,0.0013945893537299,candidate for direct regulation,e
egl-9;vhl-1,C30F2.3,WBGene00007817,C30F2.3,1.06858735197473,0.27916506083302395,0.00174096417548347,candidate for direct regulation,a
egl-9 hif-1,C30F2.3,WBGene00007817,C30F2.3,-0.148680797748115,0.27916506083302395,0.9641106089807678,candidate for indirect regulation,f
vhl-1,C30G12.2,WBGene00016274,C30G12.2,-1.39413753145799,0.27765446252996995,4.35216694395934e-05,candidate for indirect regulation,d
rhy-1,C30G12.2,WBGene00016274,C30G12.2,-1.8641965286490905,0.27765446252996995,1.67775721207983e-09,candidate for indirect regulation,e
egl-9,C30G12.2,WBGene00016274,C30G12.2,-2.31784409702799,0.27765446252996995,7.646825851386378e-15,candidate for indirect regulation,b
egl-9;vhl-1,C30G12.2,WBGene00016274,C30G12.2,-2.74107296771658,0.27765446252996995,7.973926249004019e-21,candidate for indirect regulation,a
egl-9 hif-1,C30G12.2,WBGene00016274,C30G12.2,-0.598978943919366,0.27765446252996995,0.34438664798803503,candidate for indirect regulation,f
fog-2,C30G12.2,WBGene00016274,C30G12.2,1.84133947953629,0.392662706563296,7.02161079929358e-05,candidate for direct regulation,g
hif-1,C30G12.2,WBGene00016274,C30G12.2,-0.307727149779604,0.27765446252996995,0.714958566951057,candidate for indirect regulation,c
egl-9 hif-1,C30G4.4s.2,WBGene00016269,C30G4.4,0.43770608196996896,0.22007572114489,0.420649997254332,candidate for direct regulation,f
fog-2,C30G4.4s.2,WBGene00016269,C30G4.4,-1.3336147492473,0.311234069592143,0.000393827123510906,candidate for indirect regulation,g
rhy-1,C30G4.4s.2,WBGene00016269,C30G4.4,0.9553246831708172,0.22007572114489,0.00029251366347456603,candidate for direct regulation,e
hif-1,C30G4.4s.2,WBGene00016269,C30G4.4,0.3793650009067521,0.22007572114489,0.440848473927135,candidate for direct regulation,c
egl-9,C30G4.4s.2,WBGene00016269,C30G4.4,0.688574770341454,0.22007572114489,0.0195152754047525,candidate for direct regulation,b
egl-9;vhl-1,C30G4.4s.2,WBGene00016269,C30G4.4,0.628494453348735,0.22007572114489,0.0305104346044938,candidate for direct regulation,a
vhl-1,C30G4.4s.2,WBGene00016269,C30G4.4,0.43434258258647496,0.22007572114489,0.341421370511189,candidate for direct regulation,d
egl-9 hif-1,C30G7.1,WBGene00001852,hil-1,-0.36855224115361696,0.224429574947243,0.584649478664514,candidate for indirect regulation,f
egl-9,C30G7.1,WBGene00001852,hil-1,1.07475624238673,0.224429574947243,4.4517654832197e-05,candidate for direct regulation,b
vhl-1,C30G7.1,WBGene00001852,hil-1,0.574277448140368,0.224429574947243,0.13611086887651802,candidate for direct regulation,d
hif-1,C30G7.1,WBGene00001852,hil-1,0.122811310630265,0.224429574947243,0.907628017903897,candidate for direct regulation,c
fog-2,C30G7.1,WBGene00001852,hil-1,-0.707211588710833,0.31739134868802005,0.145787358461594,candidate for indirect regulation,g
egl-9;vhl-1,C30G7.1,WBGene00001852,hil-1,1.5453241554080803,0.224429574947243,3.54847504185264e-10,candidate for direct regulation,a
rhy-1,C30G7.1,WBGene00001852,hil-1,0.072653814622571,0.224429574947243,0.956417530147342,candidate for direct regulation,e
egl-9 hif-1,C32E8.2a,WBGene00004425,rpl-13,-0.21654220279169695,0.0843163398270926,0.17836143922275,candidate for indirect regulation,f
vhl-1,C32E8.2a,WBGene00004425,rpl-13,-0.148607431376357,0.0843163398270925,0.44339083388027706,candidate for indirect regulation,d
egl-9;vhl-1,C32E8.2a,WBGene00004425,rpl-13,-0.2962235949148561,0.0843163398270926,0.00483876826277825,candidate for indirect regulation,a
hif-1,C32E8.2a,WBGene00004425,rpl-13,-0.0576245839717037,0.0843163398270926,0.862015213698271,candidate for indirect regulation,c
egl-9,C32E8.2a,WBGene00004425,rpl-13,-0.216380962270604,0.0843163398270926,0.0799156318769424,candidate for indirect regulation,b
rhy-1,C32E8.2a,WBGene00004425,rpl-13,-0.36728942755477295,0.0843163398270926,0.000274913304287275,candidate for indirect regulation,e
fog-2,C32E8.2a,WBGene00004425,rpl-13,0.0618952363074601,0.11924131131313302,0.968855509720287,candidate for direct regulation,g
egl-9;vhl-1,C32E8.9,WBGene00016325,C32E8.9,0.384670267759894,0.135729385071473,0.032250839870429,candidate for direct regulation,a
rhy-1,C32E8.9,WBGene00016325,C32E8.9,-0.0778944276413594,0.135729385071473,0.8796070434369871,candidate for indirect regulation,e
fog-2,C32E8.9,WBGene00016325,C32E8.9,0.219964904371849,0.191950337180638,0.6418276858194121,candidate for direct regulation,g
hif-1,C32E8.9,WBGene00016325,C32E8.9,-0.41959022267739,0.135729385071473,0.0509812208818884,candidate for indirect regulation,c
egl-9,C32E8.9,WBGene00016325,C32E8.9,0.454394713839178,0.135729385071473,0.0103491003647871,candidate for direct regulation,b
vhl-1,C32E8.9,WBGene00016325,C32E8.9,0.43249908675552895,0.135729385071473,0.0339115879922139,candidate for direct regulation,d
egl-9 hif-1,C32E8.9,WBGene00016325,C32E8.9,-0.397720268334247,0.135729385071473,0.0913338284290483,candidate for indirect regulation,f
egl-9,C32H11.12,WBGene00007875,dod-24,2.62083496297136,0.303103965881283,6.40086164654041e-16,candidate for direct regulation,b
egl-9 hif-1,C32H11.12,WBGene00007875,dod-24,-0.713625946019925,0.303103965881283,0.25643416540118,candidate for indirect regulation,f
hif-1,C32H11.12,WBGene00007875,dod-24,0.37813596751291706,0.303103965881283,0.653854352886691,candidate for direct regulation,c
egl-9;vhl-1,C32H11.12,WBGene00007875,dod-24,2.35864017086041,0.303103965881283,6.07881455423076e-13,candidate for direct regulation,a
fog-2,C32H11.12,WBGene00007875,dod-24,-1.52116510244057,0.428653739358382,0.00549333290050436,candidate for indirect regulation,g
rhy-1,C32H11.12,WBGene00007875,dod-24,1.22061977296824,0.303103965881283,0.000945342771503985,candidate for direct regulation,e
vhl-1,C32H11.12,WBGene00007875,dod-24,1.8530826547964496,0.303103965881283,1.37367113643278e-07,candidate for direct regulation,d
fog-2,C32H11.1b,WBGene00007864,C32H11.1,-1.46771860799773,1.10665589818166,0.538479145298287,candidate for indirect regulation,g
rhy-1,C32H11.1b,WBGene00007864,C32H11.1,1.03748652064643,0.782523890044342,0.526796677410786,candidate for direct regulation,e
hif-1,C32H11.1b,WBGene00007864,C32H11.1,0.941499125493004,0.782523890044342,0.675990798271504,candidate for direct regulation,c
vhl-1,C32H11.1b,WBGene00007864,C32H11.1,2.25384114498814,0.782523890044342,0.0700902778293259,candidate for direct regulation,d
egl-9,C32H11.1b,WBGene00007864,C32H11.1,3.64603050126443,0.782523890044342,7.8962532962908e-05,candidate for direct regulation,b
egl-9 hif-1,C32H11.1b,WBGene00007864,C32H11.1,1.15555643185769,0.782523890044342,0.6674920840788959,candidate for direct regulation,f
egl-9;vhl-1,C32H11.1b,WBGene00007864,C32H11.1,3.0063604189050697,0.782523890044342,0.0016574101625077698,candidate for direct regulation,a
rhy-1,C33A12.7,WBGene00007886,ethe-1,1.4963850178691,0.0888586988322369,1.5544119362857495e-60,candidate for direct regulation,e
fog-2,C33A12.7,WBGene00007886,ethe-1,-0.1275351746974,0.12566517702337598,0.715781955641311,candidate for indirect regulation,g
hif-1,C33A12.7,WBGene00007886,ethe-1,-0.154814371292225,0.0888586988322369,0.43248938437935097,candidate for indirect regulation,c
egl-9;vhl-1,C33A12.7,WBGene00007886,ethe-1,2.0467544201853003,0.0888586988322369,6.118000835505137e-114,candidate for direct regulation,a
egl-9,C33A12.7,WBGene00007886,ethe-1,1.8487827164856,0.0888586988322369,7.67244671457083e-93,candidate for direct regulation,b
vhl-1,C33A12.7,WBGene00007886,ethe-1,1.52052143723412,0.0888586988322368,6.08342122075658e-62,candidate for direct regulation,d
egl-9 hif-1,C33A12.7,WBGene00007886,ethe-1,0.0614577231794471,0.0888586988322369,0.930643050719038,candidate for direct regulation,f
egl-9;vhl-1,C33G3.4,WBGene00007904,C33G3.4,0.3829699547630159,0.150153658320324,0.0631999235143674,candidate for direct regulation,a
hif-1,C33G3.4,WBGene00007904,C33G3.4,0.403933132080132,0.150153658320324,0.11447098873068197,candidate for direct regulation,c
rhy-1,C33G3.4,WBGene00007904,C33G3.4,0.6084669969384741,0.150153658320324,0.000865567923329182,candidate for direct regulation,e
egl-9 hif-1,C33G3.4,WBGene00007904,C33G3.4,0.325100351928527,0.150153658320324,0.341293513307578,candidate for direct regulation,f
vhl-1,C33G3.4,WBGene00007904,C33G3.4,0.361351715091739,0.150153658320324,0.180241863036698,candidate for direct regulation,d
egl-9,C33G3.4,WBGene00007904,C33G3.4,0.535951078593978,0.150153658320324,0.00508526434938338,candidate for direct regulation,b
fog-2,C33G3.4,WBGene00007904,C33G3.4,-0.0467539722401922,0.212349340036538,1.0,candidate for indirect regulation,g
egl-9;vhl-1,C34B7.1,WBGene00007911,C34B7.1,0.635441565375932,0.266727980332227,0.0904863428661604,candidate for direct regulation,a
egl-9,C34B7.1,WBGene00007911,C34B7.1,0.669477433555143,0.266727980332227,0.090438174828742,candidate for direct regulation,b
fog-2,C34B7.1,WBGene00007911,C34B7.1,0.4773064759297921,0.37721032725022,0.574050991670055,candidate for direct regulation,g
vhl-1,C34B7.1,WBGene00007911,C34B7.1,0.59334370634334,0.266727980332227,0.242089564988417,candidate for direct regulation,d
egl-9 hif-1,C34B7.1,WBGene00007911,C34B7.1,0.516963628956109,0.266727980332227,0.44184580023959497,candidate for direct regulation,f
hif-1,C34B7.1,WBGene00007911,C34B7.1,0.5066680111365199,0.266727980332227,0.36256392619652,candidate for direct regulation,c
rhy-1,C34B7.1,WBGene00007911,C34B7.1,0.88925687451874,0.266727980332227,0.009369435228224879,candidate for direct regulation,e
hif-1,C34B7.2,WBGene00007912,C34B7.2,0.0462375966603315,0.0738943029852334,0.881655028840576,candidate for direct regulation,c
vhl-1,C34B7.2,WBGene00007912,C34B7.2,0.0765157068718799,0.0738943029852334,0.7969099757744029,candidate for direct regulation,d
egl-9;vhl-1,C34B7.2,WBGene00007912,C34B7.2,0.19475852408858704,0.0738943029852334,0.051879285591096,candidate for direct regulation,a
rhy-1,C34B7.2,WBGene00007912,C34B7.2,0.0816824249125856,0.0738943029852334,0.6427034392735229,candidate for direct regulation,e
egl-9 hif-1,C34B7.2,WBGene00007912,C34B7.2,0.20956764233534805,0.0738943029852334,0.108818272170731,candidate for direct regulation,f
egl-9,C34B7.2,WBGene00007912,C34B7.2,0.183015145620528,0.0738943029852334,0.0971025776562546,candidate for direct regulation,b
