target_id,ens_gene,ext_gene,b,qval
C49C3.9,WBGene00008199,C49C3.9,0.44709820417727797,0.0230265180750593
T26G10.1,WBGene00012059,T26G10.1,-0.284512098632289,0.0266001587756034
F07F6.4,WBGene00017217,F07F6.4,-0.259540246014315,0.0283757891354777
C01F1.2,WBGene00015297,sco-1,-0.317523250524642,0.0286759237581125
B0272.3,WBGene00007129,B0272.3,-0.295375625290976,0.0295134092774488
F27D4.4a,WBGene00009189,F27D4.4,-0.22940867779056304,0.0325383499218315
VC5.5,WBGene00003725,nhr-135,0.667443854969702,0.0337927246461726
K10D11.5,WBGene00010749,K10D11.5,0.42462507207298206,0.0350125497531422
C25A1.16,WBGene00077526,C25A1.16,-0.24694448001824498,0.0370591636607033
Y67H2A.2a,WBGene00013461,Y67H2A.2,0.23182233951361803,0.037852027619603
B0564.1a,WBGene00007201,exos-4.1,-0.255046384833616,0.0391512041603905
C15H11.9,WBGene00007617,rrbs-1,-0.253485561008831,0.0408651754554059
Y55H10A.1,WBGene00021952,vha-19,-0.217235876967487,0.0428547288750097
T25F10.6a.2,WBGene00020808,clik-1,5.33718108974546,0.0437636464489168
F08F3.6,WBGene00017263,F08F3.6,0.270496985440417,0.045000865709039994
F15D3.7,WBGene00008857,timm-23,-0.270326569257256,0.0452023520844288
R148.6,WBGene00006452,heh-1,-0.41801046130737995,0.0507020478860497
T24C4.7,WBGene00020763,ztf-18,0.209769380420208,0.051004653832005004
F54A3.3,WBGene00018782,cct-3,-0.316460478102872,0.0545548071961055
F32D8.6,WBGene00001303,emo-1,-0.332478139446582,0.0546767491472728
F13D12.6.1,WBGene00008741,F13D12.6,0.310620777410972,0.0555923593428146
K07A1.13,WBGene00010617,K07A1.13,-0.411165697483536,0.0563665214098732
Y67D8A.3,WBGene00022060,dmd-9,0.494944702194316,0.0602917831070988
ZC116.3,WBGene00013855,ZC116.3,0.663528316069069,0.0657435528243833
Y76A2B.1b,WBGene00004075,pod-1,0.55944254578963,0.0687635743875894
F02A9.2a,WBGene00001385,far-1,-0.32150538310262894,0.0736895853021571
C56C10.8.1,WBGene00002045,icd-1,-0.250840955248225,0.0740857809383622
C41A3.1,WBGene00016558,C41A3.1,-0.383788189879834,0.0754990287714432
T11F8.3a.2,WBGene00004374,rme-2,0.6095805919198671,0.0761702749549198
ZK1127.1.2,WBGene00003784,nos-2,0.37291559048213707,0.0787630378491342
C01A2.3,WBGene00007215,oxa-1,-0.24423142409104298,0.0805503861260478
Y54F10AM.5,WBGene00021849,Y54F10AM.5,-0.250709819278287,0.0806840213586232
T19A6.2b.3,WBGene00003596,ngp-1,-0.427398598149941,0.0851339503642828
C25A1.10b,WBGene00000931,dao-5,-0.307947496346406,0.0914760365458164
D2005.4.2,WBGene00008399,D2005.4,0.47485394125747205,0.0985845127523431
